group_id,group_by,metric_num_samples,metric_avg_length_in_chars,metric_avg_length_in_words,metric_avg_length_in_unique_words,metric_avg_length_in_concepts,metric_avg_length_in_sentences,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_avg_dsi,metric_avg_surprise,metric_avg_raw_surprises,metric_avg_n_gram_diversity,metric_avg_pos_diversity,metric_avg_dependency_num_clauses,metric_avg_max_dependency_num_clauses,metric_avg_dependency_path_length,metric_avg_max_dependency_path_length,metric_avg_inv_homogen,metric_avg_novelty,metric_avg_theme_uniqueness,metric_corpus_dsi,metric_corpus_n_gram_diversity,metric_corpus_pos_diversity,metric_num_unique_stories
"['human', 'low']","['model', 'semantic_distance']",48,475.9166666666667,92.47916666666667,61.729166666666664,32.5,5.333333333333333,4.051534798585584,92.83400523088022,18.197490530303032,16.13903318903319,0.20614211028653467,0.05373815174584068,"[0.025844847979648793, 0.02130894830062898, 0.02091586826349674, 0.03865831891078578, 0.047608527875103265, 0.012253230552953923, 0.053585524218423025, 0.06425433474637213, 0.10226289083560308, 0.0038310769531461897, 0.002180826096307653, 0.004997034158025465, 0.009552135779744092, 0.042380456129709865, 0.04120326042175293, 0.21138620376586914, 0, 0.20544687112172444, 0.035175649325052905, 0.03627629876136779, 0.00791067878405255]","[0.7019932665360779, 0.9666480320601857, 0.9961039161126034, 0.999623753009976, 1.0]","[0.15282994594915145, 0.5014859795916702, 0.7840174716083266, 0.9246344053294486, 0.9772178150556692]",2.9320008116883116,5.8125,2.7464045056144193,8.354166666666666,0.20471991804686,0.014331199059552248,0.7708333333333334,0.21324629413628474,"[0.27611098578840515, 0.7908393501805054, 0.969532836831415, 0.9966139954853274, 0.9993226461955295]","[0.003834874802616738, 0.03925992779783394, 0.17400135409614081, 0.42686230248307, 0.686159403928652]",48
"['human', 'high']","['model', 'semantic_distance']",48,358.3958333333333,68.16666666666667,50.395833333333336,25.458333333333332,4.166666666666667,4.155414093895005,92.73159722222222,17.81339962121212,16.06098484848485,0.20956661206775049,0.03632786634206368,"[0.01723776357628555, 0.021185992057281673, 0.04024479750940373, 0.011295257811321024, 0.03311427072400138, 0.0733124991021459, 0.006035850528213711, 0.1827077219883601, 0.005224918325742081, 0.19874078035354614]","[0.7492786159688118, 0.9738961123333908, 0.9962549303327015, 0.9993864759887006, 1.0]","[0.18371103363841615, 0.5790628905596309, 0.8523998140848617, 0.95316995018012, 0.9856287824218373]",2.8891256313131315,4.791666666666667,2.900525159862819,8.75,0.21217490061589167,0.010381412540618341,0.8958333333333334,0.2143507747671284,"[0.3104715248009798, 0.8294027565084227, 0.9761029411764706, 0.9954030033711309, 0.9990803188228081]","[0.0052051439069197795, 0.04900459418070444, 0.21691176470588236, 0.49862090101133927, 0.7660944206008584]",48
