result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dependency_num_clauses,metric_max_dependency_num_clauses,metric_avg_dependency_path_length,metric_max_dependency_path_length,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
R_8kEPJucbd4CbnFO_Q2,"['human', 'low']","['model', 'semantic_distance']",701,124,84,43,10,4.564516129032258,69.2,12.4,11.7,0.20933594675951225,0.1481214026065329,"[0.005589455366134616, 0.0005374650160471783, 0.0018462629029245003, 0.20458311745614716, 0.20356072911194392, 0.018854002867426195, 0.004580273514702193, 0.02905755667459395, 0.19793744881947836]","[0.6774193548387096, 0.983739837398374, 1.0, 1.0, 1.0]","[0.0967741935483871, 0.4634146341463415, 0.7786885245901639, 0.9421487603305785, 0.9916666666666667]",1.7,7,2.292557502812684,9,0.20489592755094488,0.007864124165645525,1.0
R_8B3zak55aPwmX5t_Q2,"['human', 'low']","['model', 'semantic_distance']",338,64,50,28,5,4.171875,66.8,12.8,12.0,0.20763062500449084,0.026823677122592954,"[0.021613111098607418, 0.011310203870137536, 0.01235431035359702, 0.008369728922843933]","[0.78125, 0.9841269841269841, 1.0, 1.0, 1.0]","[0.171875, 0.47619047619047616, 0.7580645161290323, 0.8688524590163934, 0.95]",1.6,3,2.4578295337273666,7,0.19102070686664988,0.011274767675688357,0.5
R_8dFIkEkt84RkgQj_Q2,"['human', 'low']","['model', 'semantic_distance']",537,96,67,38,5,4.53125,106.6,19.2,17.8,0.2018364975666084,0.015599038085294128,"[0.004667071217582336, 0.009275663277459517, 0.00462155772580039, 0.012633783949746014]","[0.6979166666666666, 0.968421052631579, 1.0, 1.0, 1.0]","[0.10416666666666667, 0.45263157894736844, 0.7340425531914894, 0.8924731182795699, 0.9565217391304348]",3.4,6,2.9407698837110603,7,0.20926184349871696,0.022863022551453227,0.5
R_25FmW7vrOnS60wE_Q1,"['human', 'low']","['model', 'semantic_distance']",253,44,33,18,6,4.4772727272727275,41.166666666666664,7.333333333333333,7.333333333333333,0.2125100154502719,0.060793166160583494,"[0.0034712115923563602, 0.0131157398223877, 0.00391070048014322, 0.04800830284754434, 0.0834769606590271]","[0.75, 0.9302325581395349, 0.9761904761904762, 1.0, 1.0]","[0.25, 0.6744186046511628, 0.8809523809523809, 0.9512195121951219, 1.0]",1.6666666666666667,3,1.9439997263273125,4,0.21165871239723044,0.0015159867841262331,1.0
R_8U0c5Ms0PJ9VYTm_Q1,"['human', 'low']","['model', 'semantic_distance']",416,84,58,33,7,3.857142857142857,58.42857142857143,12.0,11.0,0.2106029031177362,0.14265985531466346,"[0.009790050131934014, 0.00466203008379254, 0.003348881006240839, 0.0017161607742309515, 0.2117883801460266, 0.19667406380176544]","[0.6904761904761905, 0.9518072289156626, 0.9878048780487805, 1.0, 1.0]","[0.15476190476190477, 0.4819277108433735, 0.8170731707317073, 0.9506172839506173, 0.975]",1.8571428571428572,4,2.5967237242041272,7,0.19935432520318538,0.005330211449197653,1.0
R_2PoZkpFOhTZwzbR_Q2,"['human', 'low']","['model', 'semantic_distance']",162,33,30,12,3,3.757575757575758,53.333333333333336,11.0,10.0,0.21241957762024619,0.031690406799316395,"[0.028894180059432978, 0.0027962267398834173]","[0.9090909090909091, 1.0, 1.0, 1.0, 1.0]","[0.36363636363636365, 0.8125, 0.967741935483871, 1.0, 1.0]",1.0,2,2.0525252525252524,5,0.202082688504077,0.0016968624441776603,1.0
R_8fKaPcuSHw79GVj_Q2,"['human', 'low']","['model', 'semantic_distance']",473,99,66,36,4,3.696969696969697,117.25,24.75,21.0,0.2000423468294598,0.026002845148596167,"[0.013410619172182975, 0.013670762379964202, 0.011922886170747077]","[0.6666666666666666, 0.9693877551020408, 1.0, 1.0, 1.0]","[0.1111111111111111, 0.4387755102040816, 0.8247422680412371, 0.9583333333333334, 0.9894736842105263]",4.5,9,2.869370270726932,8,0.19149191962911727,0.026451324025750456,0.3333333333333333
R_2mqjhNO26XNoi6R_Q2,"['human', 'low']","['model', 'semantic_distance']",440,79,64,36,6,4.481012658227848,72.33333333333333,13.166666666666666,12.666666666666666,0.20565927284104485,0.1656085267417875,"[0.010605705919719877, 0.002949390099162147, 0.006050438398406632, 0.19587079683939615, 0.19854498559778389]","[0.810126582278481, 0.9871794871794872, 1.0, 1.0, 1.0]","[0.1518987341772152, 0.5128205128205128, 0.7662337662337663, 0.9473684210526315, 1.0]",1.8333333333333333,5,2.783958263958264,11,0.20420402922528855,0.015217472002580335,1.0
R_2VPJFAhkG6jzuXy_Q1,"['human', 'low']","['model', 'semantic_distance']",327,62,54,24,3,4.161290322580645,108.0,20.666666666666668,20.0,0.21712700050810108,0.04710648953914642,"[0.044179088238513825, 0.0029274013006325983]","[0.8709677419354839, 1.0, 1.0, 1.0, 1.0]","[0.1774193548387097, 0.5901639344262295, 0.9333333333333333, 1.0, 1.0]",3.0,4,2.7395225972461743,8,0.21070600063242811,0.007717983331532119,1.0
R_2fDGzWQwo9sISmC_Q2,"['human', 'low']","['model', 'semantic_distance']",182,36,24,13,1,4.055555555555555,181.0,36.0,24.0,0.2011528030419961,0.0,[],"[0.6666666666666666, 0.8857142857142857, 0.9411764705882353, 0.9696969696969697, 1.0]","[0.2222222222222222, 0.45714285714285713, 0.7058823529411765, 0.9090909090909091, 0.96875]",8.0,8,4.1571428571428575,10,0.2106772800709339,0.024230411600677848,1.0
R_21jCVrcLzykPU4h_Q2,"['human', 'low']","['model', 'semantic_distance']",218,48,33,18,5,3.4791666666666665,43.4,9.6,9.2,0.19461777358273274,0.1929579320408049,"[0.00546991683187939, 0.18405861655871072, 0.18809498349825543, 0.008292347192764254]","[0.6875, 0.9787234042553191, 1.0, 1.0, 1.0]","[0.20833333333333334, 0.6382978723404256, 0.9130434782608695, 0.9777777777777777, 1.0]",1.8,4,1.9699822134387353,4,0.20729819130390248,0.03730047051920454,1.0
R_8wT7Ix8TsW7XbEo_Q2,"['human', 'low']","['model', 'semantic_distance']",257,54,39,22,4,3.6296296296296298,63.25,13.5,12.5,0.20124403584055053,0.019957941297500836,"[0.008423109849294008, 0.007059498627980554, 0.014454303468976692]","[0.7222222222222222, 0.9811320754716981, 1.0, 1.0, 1.0]","[0.2037037037037037, 0.5660377358490566, 0.8269230769230769, 0.9607843137254902, 1.0]",1.0,2,2.291360001817273,6,0.1941141536895265,0.024047946003568965,1.0
R_87z2b4sr7in6R21_Q1,"['human', 'low']","['model', 'semantic_distance']",552,103,70,35,5,4.271844660194175,109.6,20.6,17.8,0.21202621510048875,0.017889146057386243,"[0.0011009822289148874, 0.0041126611213835595, 0.022024242650894893, 0.008540406113579146]","[0.6796116504854369, 0.9901960784313726, 1.0, 1.0, 1.0]","[0.10679611650485436, 0.46078431372549017, 0.8217821782178217, 0.98, 1.0]",3.2,6,2.8955365371955235,8,0.1880465974199011,0.00248358748369254,1.0
R_2joIDdCu9ghOfCw_Q2,"['human', 'low']","['model', 'semantic_distance']",636,121,75,45,8,4.132231404958677,78.5,15.125,13.75,0.20642264979054228,0.02209923664728798,"[0.0032181782854927843, 0.013968979318936647, 0.01905104451709322, 0.00859304798973931, 0.01112908522288003, 0.012678492069244374, 0.008708500862121576]","[0.6198347107438017, 0.9666666666666667, 1.0, 1.0, 1.0]","[0.09090909090909091, 0.3416666666666667, 0.6134453781512605, 0.847457627118644, 0.9401709401709402]",1.875,5,2.5981276700751943,7,0.20677746737256963,0.013690718103585464,1.0
R_2bxsVUkaSaFXjdD_Q1,"['human', 'low']","['model', 'semantic_distance']",563,96,69,43,5,4.760416666666667,111.8,19.2,17.0,0.21204910081618383,0.020563782495681707,"[0.016212797164916998, 0.0089377654923333, 0.013258147239685075, 0.002718855094428041]","[0.71875, 0.9894736842105263, 1.0, 1.0, 1.0]","[0.11458333333333333, 0.3684210526315789, 0.6702127659574468, 0.8602150537634409, 0.9891304347826086]",3.6,5,2.7409219224768004,6,0.18811104906366227,0.002437816052302366,0.3333333333333333
R_8sBNWJpZHPgPqua_Q1,"['human', 'low']","['model', 'semantic_distance']",225,44,37,17,4,4.045454545454546,55.5,11.0,10.5,0.20098627402501948,0.022265438238779706,"[0.016260848442713416, 0.002465798457463586, 0.01467151045799256]","[0.8409090909090909, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.6976744186046512, 0.9761904761904762, 1.0, 1.0]",1.25,4,2.416448379012046,6,0.2000526798532364,0.024563469634631074,0.3333333333333333
R_8v92A9H3hnaw1QI_Q1,"['human', 'low']","['model', 'semantic_distance']",1075,207,108,61,7,4.159420289855072,153.28571428571428,29.571428571428573,25.428571428571427,0.20846634917571896,0.009601808764924835,"[0.0020595739030430382, 0.011238605387849737, 0.004521310576666188, 0.002745729017924581, 0.0039207268278299845, 0.004319480581460977]","[0.5217391304347826, 0.8932038834951457, 0.975609756097561, 0.9950980392156863, 1.0]","[0.06280193236714976, 0.35436893203883496, 0.7317073170731707, 0.9166666666666666, 0.9753694581280788]",4.571428571428571,9,3.250749951729008,9,0.19359742961031326,0.009603319333232108,0.3333333333333333
R_8VyQYwyI8iMwwKJ_Q1,"['human', 'low']","['model', 'semantic_distance']",377,82,61,26,4,3.597560975609756,93.5,20.5,18.5,0.20185852160820594,0.011296880640852842,"[0.0028781340235755626, 0.003972770073713161, 0.01009441686399054]","[0.7439024390243902, 0.9506172839506173, 1.0, 1.0, 1.0]","[0.14634146341463414, 0.6296296296296297, 0.925, 1.0, 1.0]",3.75,7,2.75858206051713,9,0.1955084813402054,0.022818974468258146,0.3333333333333333
R_8K7NzHgqM00gKVF_Q2,"['human', 'low']","['model', 'semantic_distance']",755,145,101,48,10,4.124137931034483,74.7,14.5,13.2,0.20718549609395628,0.039368340493930495,"[0.02881980580942972, 0.024117968905539744, 0.009152494536505795, 0.000656468764184015, 0.03307460390386127, 0.04020225803057351, 0.0033978144327799498, 0.014570991198221833, 0.0231651266415914]","[0.696551724137931, 0.9583333333333334, 0.9790209790209791, 0.9859154929577465, 0.9929078014184397]","[0.09655172413793103, 0.4097222222222222, 0.7552447552447552, 0.9225352112676056, 0.9716312056737588]",1.9,5,2.8078692458806915,12,0.19665149298120052,0.012165025496757464,1.0
R_8zUaSPSsswsQ7fn_Q2,"['human', 'low']","['model', 'semantic_distance']",285,60,43,17,3,3.7333333333333334,95.0,20.0,17.0,0.2036386110326823,0.012178730396997323,"[0.0027700282278514954, 0.009408702169145827]","[0.7166666666666667, 1.0, 1.0, 1.0, 1.0]","[0.18333333333333332, 0.5423728813559322, 0.8275862068965517, 0.9473684210526315, 1.0]",2.6666666666666665,4,2.6533391010587897,8,0.20474527110444737,0.019258795619305435,1.0
R_8mJxG00fCL8kz05_Q2,"['human', 'low']","['model', 'semantic_distance']",201,40,35,16,4,3.925,49.5,10.0,9.75,0.20723817845185596,0.06385222540961372,"[0.020469826459884655, 0.05033436417579651, 0.02497414747873941]","[0.875, 1.0, 1.0, 1.0, 1.0]","[0.225, 0.5897435897435898, 0.868421052631579, 0.9459459459459459, 0.9722222222222222]",0.75,2,2.3380627394636013,6,0.20817132325882606,0.012059660780958104,1.0
R_8K7NzHgqM00gKVF_Q1,"['human', 'low']","['model', 'semantic_distance']",616,118,76,42,8,4.11864406779661,76.0,14.75,13.625,0.2096851608617519,0.01628488907738337,"[0.006578333037240175, 0.015871676376887744, 0.01919384489929865, 0.005563327007823499, 0.0021913250287373953, 6.3909424675712145e-06, 0.007592214478386761]","[0.6440677966101694, 0.9572649572649573, 1.0, 1.0, 1.0]","[0.1016949152542373, 0.452991452991453, 0.7586206896551724, 0.9130434782608695, 0.9824561403508771]",2.5,4,2.667336920951363,7,0.19752842061063078,0.00716569596116623,1.0
R_2sdMlOguKbuAvfg_Q2,"['human', 'low']","['model', 'semantic_distance']",460,92,60,35,4,3.9347826086956523,114.0,23.0,18.75,0.21007571350626586,0.020092995078475357,"[0.006279055277506496, 0.004509071509043366, 0.019351365831163175]","[0.6521739130434783, 0.9560439560439561, 1.0, 1.0, 1.0]","[0.13043478260869565, 0.5384615384615384, 0.8222222222222222, 0.9438202247191011, 0.9886363636363636]",2.5,5,3.1288602607417113,10,0.21118301660456557,0.006384590672138313,1.0
R_2rra18JsIdbb7pI_Q2,"['human', 'low']","['model', 'semantic_distance']",344,67,49,25,3,4.0,114.0,22.333333333333332,18.333333333333332,0.21360411047935485,0.0197551423853094,"[0.010566502809524536, 0.009188639575784863]","[0.7313432835820896, 0.9545454545454546, 1.0, 1.0, 1.0]","[0.14925373134328357, 0.4090909090909091, 0.6615384615384615, 0.78125, 0.873015873015873]",2.6666666666666665,4,2.8903508771929824,10,0.21238805385346107,0.0006722032740396622,1.0
R_2BoHBhJy5N6y8ZX_Q1,"['human', 'low']","['model', 'semantic_distance']",385,77,55,21,6,3.896103896103896,63.333333333333336,12.833333333333334,12.0,0.20302943672452653,0.1639473589261373,"[0.01061299443244934, 0.0003033308755783781, 0.0024090758391789036, 0.1995859920978546, 0.196957004070282]","[0.7142857142857143, 0.9342105263157895, 0.9866666666666667, 1.0, 1.0]","[0.15584415584415584, 0.5, 0.8, 0.9594594594594594, 0.9863013698630136]",3.1666666666666665,6,2.345654844429354,5,0.196888360571354,0.020477144235616973,0.3333333333333333
R_8VKNz0tY7nY6fDq_Q1,"['human', 'low']","['model', 'semantic_distance']",204,41,34,15,4,3.975609756097561,50.25,10.25,10.0,0.20713827723548525,0.2831091456943088,"[0.005948352813720692, 0.2059671958287557, 0.21274816989898682]","[0.8292682926829268, 1.0, 1.0, 1.0, 1.0]","[0.2926829268292683, 0.825, 0.9743589743589743, 1.0, 1.0]",1.5,5,2.1806206088992974,8,0.2055887427735836,0.012259463213699529,1.0
R_27PrrUR0LzzSU4k_Q2,"['human', 'low']","['model', 'semantic_distance']",301,55,39,21,4,4.363636363636363,74.25,13.75,13.0,0.20253766519682748,0.010697391487303254,"[0.002056213219960551, 0.006902815046764543, 0.0070870589642297865]","[0.7090909090909091, 0.9629629629629629, 1.0, 1.0, 1.0]","[0.16363636363636364, 0.5370370370370371, 0.8490566037735849, 0.9615384615384616, 1.0]",2.25,4,2.8963601532567047,7,0.20268713159764068,0.02146068729101508,0.3333333333333333
R_8bVpeztZaqiDial_Q2,"['human', 'low']","['model', 'semantic_distance']",207,48,34,10,2,3.2916666666666665,103.0,24.0,19.5,0.18259081178241307,0.013150714692615306,[0.006575357346307653],"[0.7083333333333334, 0.9361702127659575, 1.0, 1.0, 1.0]","[0.22916666666666666, 0.574468085106383, 0.8695652173913043, 0.9777777777777777, 1.0]",4.0,6,2.390215716486903,6,0.20494157075881958,0.06135439411984389,1.0
R_8bVpeztZaqiDial_Q1,"['human', 'low']","['model', 'semantic_distance']",295,66,40,18,6,3.393939393939394,48.333333333333336,11.0,9.833333333333334,0.20668625714732153,0.01827700138092041,"[0.0057364304860433035, 0.012922883033752441, 0.007110873858133943, 0.01116918722788493, 0.008753128846486408]","[0.6060606060606061, 0.8923076923076924, 0.96875, 1.0, 1.0]","[0.16666666666666666, 0.4153846153846154, 0.671875, 0.8412698412698413, 0.9354838709677419]",1.5,3,2.2226816330396892,6,0.19351797661882766,0.013163503390026976,1.0
R_2sKl3oqSfQrqNI5_Q2,"['human', 'low']","['model', 'semantic_distance']",692,121,75,45,7,4.628099173553719,97.85714285714286,17.285714285714285,16.0,0.2123221817040684,0.014705553182103748,"[0.01370275815327962, 0.0028778775816871993, 0.012379712292126255, 0.011092899905310732, 0.0005451914637979727, 0.003518220150109469]","[0.6198347107438017, 0.975, 1.0, 1.0, 1.0]","[0.10743801652892562, 0.425, 0.7226890756302521, 0.9067796610169492, 0.9572649572649573]",2.5714285714285716,6,2.6973768328079974,9,0.18848673333512975,0.0018916542765332056,0.3333333333333333
R_27PrrUR0LzzSU4k_Q1,"['human', 'low']","['model', 'semantic_distance']",263,50,38,19,4,4.18,64.75,12.5,11.25,0.20768771673503675,0.02727912267049154,"[0.029916409651438408, 0.0008363366127014105, 0.010165937741597492]","[0.76, 1.0, 1.0, 1.0, 1.0]","[0.2, 0.5306122448979592, 0.75, 0.8936170212765957, 0.9565217391304348]",2.25,4,2.347724035224035,6,0.20592672520495475,0.011160584214596536,0.3333333333333333
R_2fDGzWQwo9sISmC_Q1,"['human', 'low']","['model', 'semantic_distance']",189,31,27,15,2,5.032258064516129,94.0,15.5,14.5,0.2046789878890628,0.014724585745069685,[0.0073622928725348424],"[0.8709677419354839, 0.9666666666666667, 1.0, 1.0, 1.0]","[0.25806451612903225, 0.6666666666666666, 0.9310344827586207, 1.0, 1.0]",3.0,4,3.616717325227963,9,0.2400487116042604,0.017178041906544428,1.0
R_2PoZkpFOhTZwzbR_Q1,"['human', 'low']","['model', 'semantic_distance']",234,50,38,19,5,3.6,45.8,10.0,9.8,0.21014005886880974,0.05433510442574818,"[0.04479093750317892, 0.024943729241689055, 0.01788697640101114, 0.02104856570561725]","[0.76, 0.9591836734693877, 1.0, 1.0, 1.0]","[0.24, 0.673469387755102, 0.875, 0.9574468085106383, 1.0]",1.4,4,2.203030303030303,6,0.20034863213275342,0.006255899947050558,1.0
R_27dw4UbFh02oLUB_Q1,"['human', 'low']","['model', 'semantic_distance']",315,55,38,16,5,4.618181818181818,62.2,11.0,10.4,0.20675824532906215,0.0490715367453439,"[0.020054668188095093, 0.02777007222175598, 0.005586814880371105, 0.044731518200465614]","[0.6909090909090909, 0.8888888888888888, 0.9811320754716981, 1.0, 1.0]","[0.2, 0.5925925925925926, 0.8679245283018868, 0.9615384615384616, 0.9803921568627451]",2.2,6,2.165988455988456,6,0.19788134858963338,0.01301952702654574,0.3333333333333333
R_8IgyrHkEhSlOgd5_Q1,"['human', 'low']","['model', 'semantic_distance']",451,93,60,28,3,3.817204301075269,149.66666666666666,31.0,25.333333333333332,0.20872893077986582,0.02187705340085333,"[0.01583182136495631, 0.006045232035897019]","[0.6451612903225806, 0.9130434782608695, 0.978021978021978, 1.0, 1.0]","[0.12903225806451613, 0.5434782608695652, 0.8241758241758241, 0.9222222222222223, 0.9775280898876404]",7.333333333333333,11,3.1912560557721847,9,0.19584194650041295,0.009078156124938397,0.3333333333333333
R_8VKNz0tY7nY6fDq_Q2,"['human', 'low']","['model', 'semantic_distance']",119,28,23,10,3,3.2142857142857144,39.0,9.333333333333334,8.666666666666666,0.19583674139446683,0.39816176692644756,"[0.19371367494265238, 0.20444809198379515]","[0.8214285714285714, 1.0, 1.0, 1.0, 1.0]","[0.32142857142857145, 0.6296296296296297, 0.8846153846153846, 0.96, 1.0]",1.6666666666666667,4,2.0208333333333335,6,0.20311311458019501,0.034862534895736375,0.5
R_8IgTefujpZYzrxD_Q2,"['human', 'low']","['model', 'semantic_distance']",396,79,57,29,3,3.949367088607595,131.0,26.333333333333332,22.333333333333332,0.20624829219479868,0.012792716243050312,"[0.0027753130655095992, 0.010017403177540712]","[0.7215189873417721, 1.0, 1.0, 1.0, 1.0]","[0.13924050632911392, 0.4358974358974359, 0.6883116883116883, 0.8289473684210527, 0.92]",2.0,4,3.3006175960171116,10,0.18460970102472507,0.014039433295072679,1.0
